amph_id,zebrafish_id,zebrafish_name
bf_00012581,ENSDARG00000078109,usp12a
bf_00025938,ENSDARG00000074851,s1pr4
bf_00022848,ENSDARG00000019763,acp5a
bf_00010137,ENSDARG00000060609,cd109
bf_00004708,ENSDARG00000059835,zfyve27
bf_00019493,ENSDARG00000088145,atg4db
bf_00012822,ENSDARG00000060397,hhip
bf_00022716,ENSDARG00000002213,invs
bf_00025164,ENSDARG00000069953,kcnq5b
bf_00018098,ENSDARG00000098453,pank4
bf_00004175,ENSDARG00000027586,top3b
bf_00002521,ENSDARG00000100381,rock2bl
bf_00008755,ENSDARG00000060734,hesx1
bf_00015679,ENSDARG00000077291,rps2
bf_00013178,ENSDARG00000070080,nbeaa
bf_00015606,ENSDARG00000098194,SLC39A11
bf_00000560,ENSDARG00000099481,ttc8
bf_00008976,ENSDARG00000099545,snx25
bf_00006314,ENSDARG00000035563,znf703
bf_00019538,ENSDARG00000004647,spice1
bf_00024141,ENSDARG00000062325,shank2b
bf_00017946,ENSDARG00000034518,trdmt1
bf_00021372,ENSDARG00000000474,tnni1a
bf_00000665,ENSDARG00000019364,mbip
bf_00000802,ENSDARG00000098766,pcxa
bf_00023688,ENSDARG00000011553,atp5pb
bf_00020633,ENSDARG00000024381,msto1
bf_00009536,ENSDARG00000100872,otud1
bf_00013276,ENSDARG00000032606,sept8a
bf_00017563,ENSDARG00000026499,ppm1e
bf_00016555,ENSDARG00000057661,aldoca
bf_00019898,ENSDARG00000095859,ptch1
bf_00009475,ENSDARG00000013522,pck1
bf_00000687,ENSDARG00000012144,emc7
bf_00001546,ENSDARG00000073866,tdp1
bf_00009812,ENSDARG00000058561,fbxo30a
bf_00012919,ENSDARG00000057805,mrpl28
bf_00015589,ENSDARG00000104093,mchr1a
bf_00009748,ENSDARG00000052454,rhpn1
bf_00000715,ENSDARG00000094377,samd10b
bf_00014609,ENSDARG00000062363,phex
bf_00013152,ENSDARG00000004774,wdr36
bf_00002901,ENSDARG00000088383,cox5aa
bf_00016898,ENSDARG00000077339,ptrh2
bf_00005304,ENSDARG00000094741,ENSDARG00000094741
bf_00013012,ENSDARG00000088699,pdzd8
bf_00000657,ENSDARG00000039497,ccdc85a
bf_00003004,ENSDARG00000075129,mrps11
bf_00019650,ENSDARG00000094764,fyba
bf_00017426,ENSDARG00000098605,slx1b
bf_00011374,ENSDARG00000035433,arpc5lb
bf_00020749,ENSDARG00000037708,exosc10
bf_00017645,ENSDARG00000015239,prpf19
bf_00021951,ENSDARG00000018619,cers4b
bf_00008906,ENSDARG00000100020,pim1
bf_00006496,ENSDARG00000021991,erlin1
bf_00015540,ENSDARG00000030376,grin2bb
bf_00011645,ENSDARG00000102381,slc44a4
bf_00007234,ENSDARG00000062003,myo5b
bf_00013188,ENSDARG00000079065,zgc:172215
bf_00012967,ENSDARG00000105088,tenm4
bf_00007098,ENSDARG00000069430,tp53i11a
bf_00014903,ENSDARG00000003641,tfg
bf_00011484,ENSDARG00000099705,foxred1
bf_00000545,ENSDARG00000039913,tmem147
bf_00012948,ENSDARG00000037109,pwp2h
bf_00018330,ENSDARG00000076776,gucy2g
bf_00015854,ENSDARG00000015722,kctd5a
bf_00002878,ENSDARG00000103770,ARMC6
bf_00022810,ENSDARG00000077934,tegt
bf_00017415,ENSDARG00000042929,tmem120b
bf_00016571,ENSDARG00000009470,hnf1a
bf_00003496,ENSDARG00000006290,ndufs5
bf_00022670,ENSDARG00000098916,krit1
bf_00001837,ENSDARG00000069117,kcnh5b
bf_00023454,ENSDARG00000029445,eif1b
bf_00025961,ENSDARG00000061479,thsd7aa
bf_00022631,ENSDARG00000058533,pole
bf_00025293,ENSDARG00000017929,ncoa2
bf_00025085,ENSDARG00000007601,zmynd8
bf_00009866,ENSDARG00000115869,ATP9A
bf_00023040,ENSDARG00000034195,top2b
bf_00017022,ENSDARG00000035622,xbp1
bf_00015769,ENSDARG00000077081,slc38a10
bf_00019004,ENSDARG00000012929,eif2d
bf_00000717,ENSDARG00000098588,gchfr
bf_00015654,ENSDARG00000026834,cdr2l
bf_00006231,ENSDARG00000043031,ints10
bf_00004709,ENSDARG00000043976,etf1b
bf_00018424,ENSDARG00000013845,ttc14
bf_00014388,ENSDARG00000063095,ctsf
bf_00008299,ENSDARG00000005915,tcf3a
bf_00013046,ENSDARG00000001776,stim2b
bf_00004195,ENSDARG00000058202,pex16
bf_00014529,ENSDARG00000079992,senp6b
bf_00019868,ENSDARG00000058133,foxd2
bf_00009453,ENSDARG00000074646,adamts16
bf_00011150,ENSDARG00000042027,prrx1b
bf_00016038,ENSDARG00000059951,pld6
bf_00003401,ENSDARG00000097591,proser3
bf_00019924,ENSDARG00000028523,inip
bf_00019358,ENSDARG00000115266,imp3
bf_00023256,ENSDARG00000028173,slc4a2a
bf_00008474,ENSDARG00000034375,chst11
bf_00022194,ENSDARG00000042726,grb7
bf_00001015,ENSDARG00000017710,ppp1r14ab
bf_00002597,ENSDARG00000095743,sox11b
bf_00000580,ENSDARG00000045199,CAPN1
bf_00012918,ENSDARG00000009771,ppme1
bf_00017199,ENSDARG00000088293,doc2b
bf_00023658,ENSDARG00000061585,cyp4v7
bf_00012007,ENSDARG00000058678,aqp10b
bf_00000266,ENSDARG00000074335,boc
bf_00001508,ENSDARG00000079702,wdr81
bf_00012934,ENSDARG00000091092,zcchc10
bf_00022696,ENSDARG00000020845,tns1b
bf_00003689,ENSDARG00000052690,arrdc3a
bf_00015876,ENSDARG00000022531,ntn1b
bf_00025937,ENSDARG00000018637,sec61g
bf_00002585,ENSDARG00000043847,tmem244
bf_00006517,ENSDARG00000077860,ankhd1
bf_00009908,ENSDARG00000078352,lyrm4
bf_00002597,ENSDARG00000096389,sox4a
bf_00019261,ENSDARG00000077479,msh5
bf_00013108,ENSDARG00000037488,canx
bf_00012474,ENSDARG00000070426,chac1
bf_00025317,ENSDARG00000043685,nabp1b
bf_00022904,ENSDARG00000077193,nags
bf_00006934,ENSDARG00000115174,im:6904045
bf_00007735,ENSDARG00000015394,thoc7
bf_00023899,ENSDARG00000037997,tubb5
bf_00016624,ENSDARG00000007566,appbp2
bf_00012757,ENSDARG00000075098,wdr17
bf_00004329,ENSDARG00000011582,sox5
bf_00002455,ENSDARG00000098511,ntrk2b
bf_00005414,ENSDARG00000053558,rtkn2a
bf_00005980,ENSDARG00000005565,entpd8
bf_00005354,ENSDARG00000088168,ablim3
bf_00017294,ENSDARG00000062987,tyw1
bf_00015495,ENSDARG00000004806,grwd1
bf_00011451,ENSDARG00000026875,tlcd3ba
bf_00020963,ENSDARG00000020895,bag1
bf_00006713,ENSDARG00000003749,polb
bf_00015107,ENSDARG00000045038,tekt3
bf_00013127,ENSDARG00000037350,rpl9
bf_00022214,ENSDARG00000102341,sugct
bf_00001222,ENSDARG00000040443,polr2i
bf_00026400,ENSDARG00000089190,tanc1b
bf_00008060,ENSDARG00000056331,ahcyl1
bf_00001430,ENSDARG00000021389,jag2b
bf_00014681,ENSDARG00000000086,itsn1
bf_00004679,ENSDARG00000040884,mxi1
bf_00018530,ENSDARG00000043361,nck2b
bf_00016331,ENSDARG00000033597,api5
bf_00013027,ENSDARG00000070995,inpp4ab
bf_00000508,ENSDARG00000053890,tmem62
bf_00003681,ENSDARG00000104128,snx2
bf_00003088,ENSDARG00000102478,ADAMTS7
bf_00008782,ENSDARG00000054063,arpc4
bf_00007167,ENSDARG00000020473,hddc3
bf_00015124,ENSDARG00000079779,radil
bf_00010424,ENSDARG00000088013,CYP27A1
bf_00018634,ENSDARG00000076833,atp1b1b
bf_00013934,ENSDARG00000037484,tmem192
bf_00001059,ENSDARG00000019529,parp1
bf_00004491,ENSDARG00000097071,si:ch211-66i15.4
bf_00002776,ENSDARG00000115817,si:dkey-46g23.2
bf_00007859,ENSDARG00000100402,fgd1
bf_00015401,ENSDARG00000101792,SEC14L1
bf_00011917,ENSDARG00000075812,kcnt2
bf_00026384,ENSDARG00000114508,tmem101
bf_00003792,ENSDARG00000074552,ndufs7
bf_00019354,ENSDARG00000098451,tlcd4a
bf_00026120,ENSDARG00000036161,hnrnpa0l
bf_00022952,ENSDARG00000077580,tspeara
bf_00000365,ENSDARG00000006840,gnmt
bf_00020400,ENSDARG00000016439,slc7a1a
bf_00000227,ENSDARG00000014849,pih1d2
bf_00007579,ENSDARG00000058328,lsm7
bf_00026131,ENSDARG00000070338,hoxc4a
bf_00019575,ENSDARG00000089681,btf3l4
bf_00003073,ENSDARG00000076058,gba
bf_00015631,ENSDARG00000110152,hist1h4l
bf_00005506,ENSDARG00000071409,arl3b
bf_00006957,ENSDARG00000069545,atg12
bf_00004084,ENSDARG00000094312,ndufa9b
bf_00001428,ENSDARG00000104306,UBR1
bf_00009677,ENSDARG00000075542,zfhx4
bf_00001574,ENSDARG00000044142,acss1
bf_00005916,ENSDARG00000100918,prc1a
bf_00009771,ENSDARG00000030896,foxq1a
bf_00015957,ENSDARG00000102827,ubfd1
bf_00000632,ENSDARG00000039770,dync2li1
bf_00016330,ENSDARG00000075292,myo15aa
bf_00017034,ENSDARG00000032013,pafah1b1a
bf_00000624,ENSDARG00000057719,atl2
bf_00013886,ENSDARG00000035540,brwd3
bf_00006279,ENSDARG00000070486,rbp7b
bf_00014344,ENSDARG00000074691,mms22l
bf_00025022,ENSDARG00000039486,bag3
bf_00026185,ENSDARG00000040869,upp1
bf_00005980,ENSDARG00000035506,entpd2a.1
bf_00003291,ENSDARG00000101602,preb
bf_00006728,ENSDARG00000015879,pax8
bf_00017483,ENSDARG00000011769,cpm
bf_00023962,ENSDARG00000099900,twnk
bf_00015378,ENSDARG00000079110,cluap1
bf_00009332,ENSDARG00000019541,gpt2l
bf_00003950,ENSDARG00000038005,med25
bf_00010848,ENSDARG00000076005,piezo2a.2
bf_00003843,ENSDARG00000052851,golph3
bf_00011857,ENSDARG00000006923,cacna1ab
bf_00026420,ENSDARG00000028478,si:ch211-173n18.3
bf_00023192,ENSDARG00000063730,osbpl6
bf_00008082,ENSDARG00000041747,sspn
bf_00016127,ENSDARG00000100072,mgrn1a
bf_00003181,ENSDARG00000044246,snx18b
bf_00008147,ENSDARG00000077400,rbm10
bf_00008924,ENSDARG00000004794,ccdc146
bf_00021850,ENSDARG00000016611,scrn3
bf_00008589,ENSDARG00000103390,cacna2d2a
bf_00019655,ENSDARG00000101696,zgc:158316
bf_00024505,ENSDARG00000045490,ndufb2
bf_00019502,ENSDARG00000071233,P4HTM
bf_00019911,ENSDARG00000015164,mknk2b
bf_00017739,ENSDARG00000061031,dner
bf_00008291,ENSDARG00000013596,brd1a
bf_00007421,ENSDARG00000023659,gabpb1
bf_00025010,ENSDARG00000077145,adcy3a
bf_00003086,ENSDARG00000018426,aldh7a1
bf_00022505,ENSDARG00000099227,galnt13
bf_00017250,ENSDARG00000098989,CU459012.1
bf_00020298,ENSDARG00000053155,alg3
bf_00015791,ENSDARG00000074213,eif3bb
bf_00014388,ENSDARG00000099200,zgc:123103
bf_00001118,ENSDARG00000054864,aplp2
bf_00005916,ENSDARG00000005993,prc1b
bf_00000264,ENSDARG00000039131,atp1a1a.3
bf_00018158,ENSDARG00000013802,pcid2
bf_00001983,ENSDARG00000026473,six1b
bf_00017963,ENSDARG00000017931,ints6l
bf_00005581,ENSDARG00000060705,nsd1b
bf_00012301,ENSDARG00000040255,ephx2
bf_00024877,ENSDARG00000103001,si:ch73-215d9.1
bf_00009310,ENSDARG00000037559,uba1
bf_00004698,ENSDARG00000003965,tlx1
bf_00006724,ENSDARG00000059093,ank1a
bf_00021867,ENSDARG00000109859,CABZ01072242.1
bf_00012658,ENSDARG00000068755,exosc8
bf_00012211,ENSDARG00000071439,C22H1orf53
bf_00022825,ENSDARG00000062174,cacnb4b
bf_00010069,ENSDARG00000101431,gas8
bf_00004681,ENSDARG00000013443,atp6v1ba
bf_00011857,ENSDARG00000037905,cacna1aa
bf_00008697,ENSDARG00000006029,lta4h
bf_00010006,ENSDARG00000098695,vclb
bf_00009816,ENSDARG00000045416,mppe1
bf_00002388,ENSDARG00000090002,cln6b
bf_00021423,ENSDARG00000104263,CABZ01055365.1
bf_00016185,ENSDARG00000006413,rpl38
bf_00020873,ENSDARG00000020101,psmc2
bf_00000966,ENSDARG00000075707,nid2a
bf_00017077,ENSDARG00000102022,CABZ01055707.1
bf_00008730,ENSDARG00000026855,cacna2d4a
bf_00019094,ENSDARG00000044404,pars2
bf_00017401,ENSDARG00000037397,ssrp1a
bf_00011857,ENSDARG00000021735,cacna1ba
bf_00025467,ENSDARG00000089791,slc25a32a
bf_00004401,ENSDARG00000101057,srsf7b
bf_00026105,ENSDARG00000067824,cntnap3
bf_00009606,ENSDARG00000075584,itfg1
bf_00026520,ENSDARG00000114451,mmp13a
bf_00000272,ENSDARG00000011235,otx2b
bf_00001853,ENSDARG00000112581,TMEM87B
bf_00000918,ENSDARG00000079095,rin1a
bf_00022063,ENSDARG00000030012,lrrfip1a
bf_00014753,ENSDARG00000114730,CABZ01113192.1
bf_00009540,ENSDARG00000079276,ube2ql1
bf_00011342,ENSDARG00000019231,sptan1
bf_00021345,ENSDARG00000076622,atp13a3
bf_00016179,ENSDARG00000011727,b9d1
bf_00014400,ENSDARG00000057577,mbtps2
bf_00006086,ENSDARG00000104314,nrg1
bf_00019064,ENSDARG00000013236,dhcr24
bf_00010059,ENSDARG00000009886,rnf114
bf_00020130,ENSDARG00000019362,ptbp1a
bf_00000245,ENSDARG00000027825,naa50
bf_00022126,ENSDARG00000086670,ice2
bf_00010128,ENSDARG00000091799,si:ch211-266k22.6
bf_00015885,ENSDARG00000038097,pigq
bf_00023901,ENSDARG00000039489,git1
bf_00006224,ENSDARG00000075887,herc3
bf_00025934,ENSDARG00000070455,tmem245
bf_00004317,ENSDARG00000041150,slc17a6b
bf_00001978,ENSDARG00000014840,prph2b
bf_00006091,ENSDARG00000077804,hgsnat
bf_00014682,ENSDARG00000026902,cryzl1
bf_00020395,ENSDARG00000030633,plekhm3
bf_00012554,ENSDARG00000056504,frg1
bf_00012459,ENSDARG00000044328,ankrd46a
bf_00014366,ENSDARG00000044093,rpl13a
bf_00005600,ENSDARG00000007385,cct7
bf_00016538,ENSDARG00000000966,ncor2
bf_00000946,ENSDARG00000114976,CABZ01065416.1
bf_00003670,ENSDARG00000017522,ctdp1
bf_00020486,ENSDARG00000029724,pqbp1
bf_00025204,ENSDARG00000008765,tmed5
bf_00020927,ENSDARG00000040988,tpi1b
bf_00019932,ENSDARG00000104069,rnf170
bf_00022586,ENSDARG00000097789,pon3.2
bf_00001695,ENSDARG00000075713,shox2
bf_00005581,ENSDARG00000103283,si:dkey-238o14.7
bf_00012068,ENSDARG00000037108,pfdn6
bf_00017680,ENSDARG00000061759,kdm6a
bf_00013872,ENSDARG00000044090,zmpste24
bf_00025413,ENSDARG00000099258,vps52
bf_00001227,ENSDARG00000054414,spata17
bf_00026100,ENSDARG00000040911,meox2a
bf_00002801,ENSDARG00000104808,jak2a
bf_00000884,ENSDARG00000038000,crls1
bf_00026008,ENSDARG00000073985,pctp
bf_00022607,ENSDARG00000017494,tgfbr1a
bf_00000306,ENSDARG00000011175,atp6v1d
bf_00001424,ENSDARG00000077399,ubash3bb
bf_00019348,ENSDARG00000045639,elavl4
bf_00013271,ENSDARG00000098573,sgcd
bf_00007776,ENSDARG00000057093,kdm5ba
bf_00009677,ENSDARG00000103057,zfhx3
bf_00003043,ENSDARG00000023484,rflna
bf_00010416,ENSDARG00000014378,slc12a4
bf_00024974,ENSDARG00000076950,kel
bf_00002474,ENSDARG00000101522,FO907089.1
bf_00024650,ENSDARG00000104953,stt3a
bf_00007448,ENSDARG00000053326,gna11b
bf_00001845,ENSDARG00000078448,gpr137ba
bf_00024141,ENSDARG00000060539,shank1
bf_00025915,ENSDARG00000025641,gli2a
bf_00023895,ENSDARG00000037353,frs2b
bf_00013401,ENSDARG00000102483,numa1
bf_00015748,ENSDARG00000069806,sstr2b
bf_00000660,ENSDARG00000099534,CABZ01066926.1
bf_00016087,ENSDARG00000055108,gde1
bf_00003962,ENSDARG00000006878,phf21aa
bf_00015245,ENSDARG00000053520,LO017829.1
bf_00017267,ENSDARG00000077740,b3glctb
bf_00009419,ENSDARG00000069378,pard6a
bf_00018967,ENSDARG00000041982,adamts6
bf_00005950,ENSDARG00000099667,snrpg
bf_00017396,ENSDARG00000057973,dph1
bf_00001685,ENSDARG00000061591,abcb10
bf_00003315,ENSDARG00000030097,sdcbp
bf_00008124,ENSDARG00000074451,mnd1
bf_00004376,ENSDARG00000070284,sft2d3
bf_00003165,ENSDARG00000012060,thbs3b
bf_00008284,ENSDARG00000033533,ccdc115
bf_00010131,ENSDARG00000012021,kdsr
bf_00016149,ENSDARG00000089248,AMZ2
bf_00012831,ENSDARG00000068732,spry4
bf_00014704,ENSDARG00000070012,sesn2
bf_00023516,ENSDARG00000043710,parvaa
bf_00016497,ENSDARG00000059855,wdr66
bf_00001160,ENSDARG00000053829,pax9
bf_00017003,ENSDARG00000058451,rpl6
bf_00023139,ENSDARG00000040698,plekha8
bf_00001230,ENSDARG00000004861,esrrga
bf_00013028,ENSDARG00000002217,scocb
bf_00021665,ENSDARG00000025081,grnb
bf_00013159,ENSDARG00000044596,pgap2
bf_00000141,ENSDARG00000103453,zfpl1
bf_00006168,ENSDARG00000057287,slc25a16
bf_00012581,ENSDARG00000045343,usp46
bf_00006789,ENSDARG00000061301,gmpr2
bf_00013493,ENSDARG00000104508,slc10a7
bf_00023827,ENSDARG00000061660,CABZ01055347.1
bf_00022940,ENSDARG00000069672,tyw5
bf_00012248,ENSDARG00000052170,uap1
bf_00000269,ENSDARG00000043243,prkchb
bf_00000418,ENSDARG00000074756,tfb2m
bf_00015098,ENSDARG00000105209,ENSDARG00000105209
bf_00022662,ENSDARG00000076829,ankib1b
bf_00002903,ENSDARG00000104392,eri2
bf_00000235,ENSDARG00000098523,NCAM2
bf_00016692,ENSDARG00000051981,STX3
bf_00014864,ENSDARG00000017740,sec63
bf_00012149,ENSDARG00000019707,spout1
bf_00003563,ENSDARG00000041108,ctsh
bf_00008214,ENSDARG00000008931,renbp
bf_00015096,ENSDARG00000040387,mmd
bf_00000415,ENSDARG00000019487,tmx1
bf_00001570,ENSDARG00000062561,adck1
bf_00008203,ENSDARG00000078195,fhit
bf_00000723,ENSDARG00000018266,mthfd1a
bf_00026574,ENSDARG00000018303,etv4
bf_00017431,ENSDARG00000056427,auts2a
bf_00017879,ENSDARG00000052104,atg4b
bf_00015788,ENSDARG00000105116,p4hb
bf_00000918,ENSDARG00000077618,rin3
bf_00021372,ENSDARG00000035958,tnni2b.1
bf_00019040,ENSDARG00000103543,gngt2b
bf_00000169,ENSDARG00000012915,ech1
bf_00026095,ENSDARG00000014196,myl1
bf_00005371,ENSDARG00000077461,dhx32a
bf_00025415,ENSDARG00000020730,smpd4
bf_00015553,ENSDARG00000100674,UBE2O
bf_00009810,ENSDARG00000077987,zfat
bf_00000805,ENSDARG00000075727,map1lc3cl
bf_00006554,ENSDARG00000059246,hnrnpd
bf_00018123,ENSDARG00000035360,mink1
bf_00026185,ENSDARG00000036833,upp2
bf_00016150,ENSDARG00000010727,ttyh2l
bf_00009621,ENSDARG00000017675,utp4
bf_00001772,ENSDARG00000112343,LO018437.2
bf_00003608,ENSDARG00000052734,hmgcra
bf_00018394,ENSDARG00000002831,col4a4
bf_00001048,ENSDARG00000101949,numbl
bf_00020385,ENSDARG00000004452,tardbpl
bf_00026268,ENSDARG00000035809,col1a1b
bf_00003765,ENSDARG00000030278,idh3a
bf_00007040,ENSDARG00000011026,zgc:92907
bf_00000182,ENSDARG00000015998,wdhd1
bf_00000885,ENSDARG00000027887,zfyve21
bf_00014789,ENSDARG00000003984,LTN1
bf_00022186,ENSDARG00000020158,spag6
bf_00015631,ENSDARG00000110812,hist1h4l
bf_00016328,ENSDARG00000008447,fkbp4
bf_00023781,ENSDARG00000096368,neu3.5
bf_00006678,ENSDARG00000101072,cnot6b
bf_00022206,ENSDARG00000062425,C9H2orf69
bf_00013014,ENSDARG00000044327,tmem185
bf_00020130,ENSDARG00000015901,ptbp2b
bf_00006911,ENSDARG00000068628,rab8b
bf_00020082,ENSDARG00000051953,ythdc1
bf_00001360,ENSDARG00000112136,CABZ01079748.1
bf_00012528,ENSDARG00000071429,tdo2a
bf_00012811,ENSDARG00000101722,larp1
bf_00005959,ENSDARG00000061468,ncaph
bf_00011564,ENSDARG00000068130,spaca9
bf_00011091,ENSDARG00000006225,ddx39aa
bf_00026263,ENSDARG00000022659,snx4
bf_00024846,ENSDARG00000055120,ctsba
bf_00009718,ENSDARG00000018840,trpc4apa
bf_00011295,ENSDARG00000063182,rc3h1b
bf_00019449,ENSDARG00000061725,mast3a
bf_00017917,ENSDARG00000077284,gdpd5a
bf_00026248,ENSDARG00000074004,stac
bf_00024636,ENSDARG00000043466,kcnk3a
bf_00014975,ENSDARG00000069745,slc35f2
bf_00018041,ENSDARG00000103714,rab6a
bf_00012153,ENSDARG00000090741,tor1l2
bf_00009489,ENSDARG00000056665,nsun2
bf_00002772,ENSDARG00000015158,slc50a1
bf_00010008,ENSDARG00000098753,elmo1
bf_00021610,ENSDARG00000041904,ankzf1
bf_00007696,ENSDARG00000062612,dhx37
bf_00017105,ENSDARG00000026839,med21
bf_00016123,ENSDARG00000087229,exoc7
bf_00004506,ENSDARG00000039878,ambra1b
bf_00006445,ENSDARG00000098211,wrn
bf_00010839,ENSDARG00000062446,neurl2
bf_00021828,ENSDARG00000005814,klhl10a
bf_00005427,ENSDARG00000015221,nsrp1
bf_00025938,ENSDARG00000040526,s1pr5a
bf_00003653,ENSDARG00000076501,asxl2
bf_00000480,ENSDARG00000115903,KIRREL3
bf_00000289,ENSDARG00000031956,tmem63a
bf_00008277,ENSDARG00000057276,iqca1
bf_00005823,ENSDARG00000036929,rnf139
bf_00004541,ENSDARG00000104632,RERG
bf_00010915,ENSDARG00000056036,stxbp1b
bf_00018800,ENSDARG00000090428,ctrb1
bf_00000901,ENSDARG00000039576,fstl1b
bf_00009030,ENSDARG00000071060,naa10
bf_00025468,ENSDARG00000018192,ubr5
bf_00012766,ENSDARG00000091678,ints12
bf_00017960,ENSDARG00000005128,rnaseh2b
bf_00004649,ENSDARG00000033666,pi4k2a
bf_00017035,ENSDARG00000055838,mettl16
bf_00004753,ENSDARG00000011027,fgfr1a
bf_00018634,ENSDARG00000099203,atp1b2a
bf_00018625,ENSDARG00000038309,dnajc15
bf_00000879,ENSDARG00000020134,sipa1l1
bf_00012556,ENSDARG00000037091,asah1a
bf_00016469,ENSDARG00000053019,rnft2
bf_00011807,ENSDARG00000069099,tmco1
bf_00002797,ENSDARG00000076638,FO082781.1
bf_00004929,ENSDARG00000105442,LOXL4
bf_00017872,ENSDARG00000060646,senp5
bf_00012007,ENSDARG00000013963,mipb
bf_00003484,ENSDARG00000103234,ppie
bf_00010419,ENSDARG00000068763,plcg2
bf_00006699,ENSDARG00000008127,pcdh15b
bf_00006757,ENSDARG00000032010,slc15a2
bf_00018854,ENSDARG00000016687,acadvl
bf_00015279,ENSDARG00000103207,rab11fip4b
bf_00011397,ENSDARG00000089461,ciz1b
bf_00025155,ENSDARG00000076425,lrrc29
bf_00005278,ENSDARG00000003446,ippk
bf_00002514,ENSDARG00000005394,dnmt3aa
bf_00010025,ENSDARG00000045636,rbl2
bf_00013025,ENSDARG00000104631,RNF14
bf_00008554,ENSDARG00000008439,atxn10
bf_00008112,ENSDARG00000077717,rpl29
bf_00012706,ENSDARG00000099315,nsdhl
bf_00001929,ENSDARG00000016745,slc35f6
bf_00022148,ENSDARG00000076896,si:dkey-188g12.1
bf_00012907,ENSDARG00000103923,tfap4
bf_00016476,ENSDARG00000002016,ppil2
bf_00026581,ENSDARG00000010563,spopla
bf_00011920,ENSDARG00000074697,npdc1a
bf_00003181,ENSDARG00000067713,snx18a
bf_00013215,ENSDARG00000061303,oca2
bf_00007063,ENSDARG00000089569,pstpip2
bf_00006407,ENSDARG00000099458,ddx46
bf_00010201,ENSDARG00000104254,cpne4b
bf_00011706,ENSDARG00000016011,gpcpd1
bf_00000126,ENSDARG00000056057,grem2a
bf_00017563,ENSDARG00000005786,ppm1f
bf_00017028,ENSDARG00000019233,nln
bf_00004206,ENSDARG00000094590,c2cd5
bf_00003640,ENSDARG00000101438,lonp2
bf_00018102,ENSDARG00000003866,tm9sf2
bf_00020702,ENSDARG00000055238,kif17
bf_00000608,ENSDARG00000013478,rrp15
bf_00000924,ENSDARG00000099022,faua
bf_00005233,ENSDARG00000110147,C5H11orf54
bf_00019316,ENSDARG00000015252,st3gal3b
bf_00023875,ENSDARG00000102453,slc1a2b
bf_00025979,ENSDARG00000020876,pdk2a
bf_00022226,ENSDARG00000037855,taf11
bf_00006207,ENSDARG00000019728,bmpr1aa
bf_00025237,ENSDARG00000061040,pum2
bf_00016340,ENSDARG00000102245,tk1
bf_00023988,ENSDARG00000037955,pih1d1
bf_00018798,ENSDARG00000011783,stag2a
bf_00024082,ENSDARG00000054318,stk33
bf_00023853,ENSDARG00000100752,rab21
bf_00020557,ENSDARG00000074331,eif4g3b
bf_00000359,ENSDARG00000060320,dcaf5
bf_00000741,ENSDARG00000037008,bscl2
bf_00000697,ENSDARG00000055302,grid2
bf_00012769,ENSDARG00000078789,tmem184c
bf_00016350,ENSDARG00000074933,polg2
bf_00022058,ENSDARG00000000369,prkag3b
bf_00002592,ENSDARG00000006963,cse1l
bf_00008261,ENSDARG00000076518,mettl1
bf_00008466,ENSDARG00000045506,gramd4b
bf_00008565,ENSDARG00000003961,parp3
bf_00021379,ENSDARG00000044820,cstf1
bf_00021867,ENSDARG00000042282,itga6a
bf_00012582,ENSDARG00000029898,cnga1a
bf_00019690,ENSDARG00000105714,CABZ01083442.1
bf_00010424,ENSDARG00000033802,cyp27a7
bf_00018859,ENSDARG00000039008,SERP2
bf_00002072,ENSDARG00000060687,chd2
bf_00013276,ENSDARG00000014233,sept8b
bf_00007119,ENSDARG00000051970,smu1b
bf_00015705,ENSDARG00000104457,si:dkeyp-72e1.7
bf_00013878,ENSDARG00000042877,heca
bf_00011133,ENSDARG00000007024,uox
bf_00013318,ENSDARG00000111876,CABZ01048392.1
bf_00005775,ENSDARG00000076780,acadsb
bf_00010188,ENSDARG00000034178,cpsf1
bf_00005272,ENSDARG00000035625,snrnp27
bf_00006023,ENSDARG00000076402,nat16l
bf_00003272,ENSDARG00000087688,klhl29
bf_00001305,ENSDARG00000021250,slc25a48
bf_00002583,ENSDARG00000044488,pak1ip1
bf_00022598,ENSDARG00000010957,mpp2b
bf_00014394,ENSDARG00000042627,nhsl1b
bf_00003885,ENSDARG00000017242,garem
bf_00024042,ENSDARG00000091511,gpx7
bf_00011815,ENSDARG00000046087,brd2b
bf_00010136,ENSDARG00000011613,rbm39a
bf_00026113,ENSDARG00000020606,nfe2
bf_00017414,ENSDARG00000061968,myo1ha
bf_00003968,ENSDARG00000101706,csrp3
bf_00005955,ENSDARG00000070098,lcorl
bf_00005231,ENSDARG00000100850,rnf103
bf_00005138,ENSDARG00000041581,znf143b
bf_00018657,ENSDARG00000058354,selenot1a
bf_00012257,ENSDARG00000009549,ubr4
bf_00021521,ENSDARG00000031658,si:ch211-207d6.2
bf_00007015,ENSDARG00000018241,mfap1
bf_00006724,ENSDARG00000092143,ank1a
bf_00017675,ENSDARG00000053876,klhl26
bf_00016857,ENSDARG00000041887,sf3a1
bf_00012749,ENSDARG00000093185,GUCY1A2
bf_00015748,ENSDARG00000014477,sstr3
bf_00007738,ENSDARG00000058782,si:ch73-242m19.1
bf_00000715,ENSDARG00000079978,samd10a
bf_00000993,ENSDARG00000092112,tomm40
bf_00015540,ENSDARG00000078149,grin2ca
