QueryID,Symbol,Protein,Family,E.value,BitScore,annos
bf_00026362,glis3,ENSDARP00000118619,zf-C2H2,5.968109999999999e-51,183.0,SH3BP5L
bf_00026364,cux1a,ENSDARP00000075613,CUT,8.27817e-93,330.0,"RUFY4,FYCO1"
bf_00026366,etv5b,ENSDARP00000065360,ETS,7.82576e-119,366.0,EIF4B
bf_00026375,jarid2a,ENSDARP00000151217,ARID,5.16136e-91,322.0,uvrB
bf_00026397,zbtb42,ENSDARP00000137374,ZBTB,2.6254699999999997e-71,234.0,KBTBD2
bf_00026400,cica,ENSDARP00000113238,HMG,7.467879999999999e-112,393.0,"TANC1,TANC2"
bf_00026401,kmt2cb,ENSDARP00000122949,HMG,1.67394e-60,226.0,C21orf58
bf_00026404,cux1a,ENSDARP00000075613,CUT,8.87198e-126,433.0,ZFP36
bf_00026407,jazf1a,ENSDARP00000139743,zf-C2H2,6.086979999999999e-79,235.0,JAZF1
bf_00026411,atf7a,ENSDARP00000007430,TF_bZIP,1.1406e-120,361.0,"ATF7-NPFF,ATF7,ATF2"
bf_00026412,june,ENSDARP00000135760,TF_bZIP,9.180760000000001e-40,147.0,Selp
bf_00026416,mlx,ENSDARP00000126554,bHLH,5.12248e-68,209.0,MLX
bf_00026449,msx2a,ENSDARP00000132799,Homeobox,3.7138899999999996e-51,165.0,ceh-19
bf_00026466,rest,ENSDARP00000136293,zf-C2H2,1.4527599999999999e-52,187.0,B3GALT1
bf_00026467,wdhd1,ENSDARP00000113096,HMG,1.6274799999999999e-49,182.0,SPAG16
bf_00026470,mntb,ENSDARP00000109832,bHLH,3.20862e-38,146.0,gctB
bf_00026471,CABZ01034082.1,ENSDARP00000136262,zf-C2H2,0.0,503.0,ZNF235
bf_00026482,nfkb2,ENSDARP00000121285,RHD,1.00377e-90,312.0,Ank3
bf_00026495,zgc:173705,ENSDARP00000116199,zf-C2H2,6.3461e-110,318.0,ZNF84
bf_00026496,znf992,ENSDARP00000138537,zf-C2H2,0.0,693.0,Znf569
bf_00026508,znf1026,ENSDARP00000144923,zf-C2H2,0.0,1092.0,ZNF845
bf_00026511,znf1030,ENSDARP00000138279,zf-C2H2,0.0,704.0,ZNF300
bf_00026543,setdb1a,ENSDARP00000060441,MBD,4.42028e-109,380.0,CHRNB3
bf_00026550,stat5a,ENSDARP00000022542,STAT,0.0,954.0,"STAT5A,STAT5B"
bf_00026551,nfkb2,ENSDARP00000121285,RHD,5.4845199999999995e-39,147.0,C17orf98
bf_00026553,zeb1b,ENSDARP00000047723,zf-C2H2,2.4581e-34,122.0,guaC
bf_00026558,arid4a,ENSDARP00000064411,ARID,3.4552500000000004e-44,168.0,MFSD6
bf_00026560,camta1a,ENSDARP00000126402,CG-1,6.72305e-41,162.0,"MYO1A,MYO1B"
bf_00026574,etv1,ENSDARP00000129920,ETS,0.0,530.0,EVT1_4_5
bf_00026579,foxo6b,ENSDARP00000107114,Fork_head,9.54257e-45,168.0,SLC39A10
bf_00026581,bach2a,ENSDARP00000127854,TF_bZIP,9.294949999999999e-57,200.0,"SPOP,SPOPL"
bf_00026582,cux1a,ENSDARP00000075613,CUT,3.32246e-83,286.0,noca-1
bf_00026583,zgc:66448,ENSDARP00000036300,zf-C2H2,9.98439e-57,209.0,Cmya5
bf_00022892,thraa,ENSDARP00000000160,THR-like,1.2271999999999998e-134,390.0,"THRA,THRB"
bf_00015781,sp3a,ENSDARP00000001137,zf-C2H2,2.76937e-77,269.0,BPTF
bf_00012159,nr4a1,ENSDARP00000001911,NGFIB-like,7.945099999999999e-109,351.0,nhr-91
bf_00011175,arl14ep,ENSDARP00000002005,THAP,1.02306e-40,147.0,Svmpi-Cce12
bf_00005015,foxi3b,ENSDARP00000002195,Fork_head,6.84562e-73,228.0,"FOXI1,FOXI2"
bf_00026135,hoxb6a,ENSDARP00000002263,Homeobox,5.78535e-59,183.0,"HOXA7,HOXB7"
bf_00008846,gata1a,ENSDARP00000002330,zf-GATA,1.7562300000000002e-106,318.0,GATA1_2_3
bf_00002365,nr2f6b,ENSDARP00000002435,RXR-like,3.4032200000000004e-154,442.0,"NR2F6,NR2F2,NR2F1"
bf_00019367,dmrt2a,ENSDARP00000002460,DM,4.17933e-67,223.0,DMRT2
bf_00017552,tbx16,ENSDARP00000003051,T-box,2.1785900000000003e-118,352.0,TBX5
bf_00011625,rxrgb,ENSDARP00000003080,RXR-like,0.0,579.0,"RXRA,RXRG,RXRB"
bf_00014729,sim1b,ENSDARP00000003984,bHLH,0.0,575.0,"SIM2,SIM1"
bf_00026133,hoxb5a,ENSDARP00000004270,Homeobox,1.19487e-84,252.0,"HOXB5,HOXA5"
bf_00001948,nkx2,ENSDARP00000004716,Homeobox,3.56427e-64,201.0,Nk2-2_Nkx2-2
bf_00011625,rxrab,ENSDARP00000004918,RXR-like,0.0,591.0,"RXRA,RXRG,RXRB"
bf_00025620,gbx2,ENSDARP00000004972,Homeobox,6.15097e-67,208.0,GBX1
bf_00012496,dacha,ENSDARP00000005001,DACH,0.0,586.0,"DACH2,DACH1"
bf_00014085,zhx3,ENSDARP00000005108,Homeobox,1.36609e-71,260.0,SEMG1
bf_00012942,hoxa11b,ENSDARP00000005174,Homeobox,2.3090799999999997e-71,238.0,SHROOM2
bf_00004501,foxn1,ENSDARP00000005855,Fork_head,4.57037e-74,247.0,FOXM1
bf_00011060,irf4a,ENSDARP00000005897,IRF,4.18956e-166,493.0,IRF4
bf_00001155,foxa3,ENSDARP00000006410,Fork_head,4.5521e-92,281.0,FoxA-2
bf_00010384,nfat5a,ENSDARP00000006495,RHD,8.02054e-139,437.0,NFAT5
bf_00005980,tbx21,ENSDARP00000006762,T-box,1.13662e-116,369.0,"ENTPD1,ENTPD2,ENTPD8"
bf_00016571,hnf1a,ENSDARP00000006784,Homeobox,2.87679e-148,438.0,"HNF1A,HNF1B"
bf_00015607,sox9a,ENSDARP00000006945,HMG,7.09824e-120,355.0,SoxE
bf_00016848,FO704755.1,ENSDARP00000007619,zf-C2H2,3.3561200000000002e-28,110.0,Trmt1l
bf_00017380,fezf1,ENSDARP00000007655,zf-C2H2,1.71072e-27,103.0,RNF185
bf_00013496,pou4f1,ENSDARP00000007850,Pou,5.1041e-117,341.0,Pou4f1
bf_00026131,hoxb4a,ENSDARP00000008458,Homeobox,5.55045e-83,247.0,"HOXA4,HOXB4,HOXD4,HOXC4"
bf_00008681,tfe3b,ENSDARP00000008774,bHLH,5.3860600000000004e-154,444.0,MiTF
bf_00012496,dachc,ENSDARP00000008927,DACH,0.0,655.0,"DACH2,DACH1"
bf_00001833,zgc:194189,ENSDARP00000009395,Fork_head,6.08821e-26,104.0,"DYRK1A,DYRK1B"
bf_00005319,nr2f6a,ENSDARP00000009513,RXR-like,8.1941e-79,252.0,Nr1h3
bf_00004698,tlx2,ENSDARP00000009610,Homeobox,1.59975e-76,233.0,Tlx_Tlx 
bf_00001390,usf1l,ENSDARP00000009717,bHLH,2.64014e-32,120.0,B4galt2
bf_00002365,nr2f1b,ENSDARP00000010118,RXR-like,0.0,582.0,"NR2F6,NR2F2,NR2F1"
bf_00019652,rfx1a,ENSDARP00000010260,RFX,0.0,814.0,"RFX3,RFX2,RFX1"
bf_00022109,twist3,ENSDARP00000010424,bHLH,9.044149999999999e-58,177.0,"TWIST1,TWIST2"
bf_00013866,tbx4,ENSDARP00000010616,T-box,7.52265e-173,497.0,"TBX22,TBX18,TBX15"
bf_00002860,mycb,ENSDARP00000010970,bHLH,8.896179999999999e-105,312.0,MYC
bf_00000834,zfp36l1b,ENSDARP00000011150,zf-CCCH,4.20364e-102,303.0,ZFP36L1
bf_00001517,lrrfip1a,ENSDARP00000012027,LRRFIP,2.41257e-85,284.0,"CDC42BPG,CDC42BPB,CDC42BPA"
bf_00013471,klf5a,ENSDARP00000012722,zf-C2H2,2.0324e-33,132.0,PARP14
bf_00012296,phox2a,ENSDARP00000013072,Homeobox,5.909039999999999e-65,203.0,"PHOX2A,PHOX2B"
bf_00021131,pax4,ENSDARP00000013792,PAX,2.37993e-41,144.0,"VAX1,VAX2"
bf_00004694,lbx1b,ENSDARP00000014246,Homeobox,2.8540300000000003e-56,180.0,"NKX6-2,NKX6-1"
bf_00012847,clockb,ENSDARP00000014344,bHLH,6.40091e-168,506.0,"NPAS2,CLOCK"
bf_00026113,nfe2l3,ENSDARP00000015027,TF_bZIP,2.89223e-155,461.0,"NFE2,NFE2L2"
bf_00016584,tbx6,ENSDARP00000015108,T-box,1.179e-114,359.0,Tbx6_16_24_VegT
bf_00000267,pou2f2a,ENSDARP00000015244,Pou,1.09718e-81,269.0,POU2F3
bf_00025915,gli2b,ENSDARP00000015266,zf-C2H2,0.0,793.0,"GLI2,GLI3"
bf_00002719,otpa,ENSDARP00000015517,Homeobox,1.0738699999999999e-52,173.0,OTP
bf_00014121,LIN28A,ENSDARP00000015591,CSD,1.08162e-74,221.0,"LIN28A,LIN28B"
bf_00005814,msx1b,ENSDARP00000015954,Homeobox,6.930810000000001e-54,172.0,Msx
bf_00015076,si:ch211-262e15,ENSDARP00000016330,Fork_head,8.31337e-159,466.0,"FOXK1,FOXK2"
bf_00012847,npas2,ENSDARP00000016938,bHLH,1.05606e-151,464.0,"NPAS2,CLOCK"
bf_00001107,etv4,ENSDARP00000016969,ETS,4.75091e-68,224.0,Ets1_2
bf_00013857,pdx1,ENSDARP00000017531,Homeobox,1.06688e-76,233.0,Pit
bf_00008846,gata3,ENSDARP00000017572,zf-GATA,1.07547e-120,355.0,GATA1_2_3
bf_00011689,lhx6,ENSDARP00000017657,Homeobox,5.49226e-99,292.0,LHX8
bf_00009366,mafba,ENSDARP00000018087,TF_bZIP,7.49781e-84,254.0,"MAF,MAFB,MAFA"
bf_00018575,shox2,ENSDARP00000018280,Homeobox,1.95957e-72,222.0,"SHOX2,SHOX"
bf_00020652,her6,ENSDARP00000018393,bHLH,3.4834799999999994e-86,255.0,hes1-b
bf_00020899,emx3,ENSDARP00000018933,Homeobox,5.75003e-68,207.0,"EMX1,EMX2"
bf_00004073,pax6b,ENSDARP00000019067,PAX,4.55612e-145,418.0,Pax46
bf_00001714,sox19a,ENSDARP00000019070,HMG,3.83436e-54,175.0,SOX2
bf_00012162,nr6a1b,ENSDARP00000019758,GCNF-like,1.36848e-145,425.0,NR6A1
bf_00005980,tbr1b,ENSDARP00000019930,T-box,3.26345e-114,365.0,"ENTPD1,ENTPD2,ENTPD8"
bf_00019855,foxg1b,ENSDARP00000020080,Fork_head,4.29052e-90,272.0,foxe4
bf_00007493,znf76,ENSDARP00000020208,zf-C2H2,7.0565500000000005e-56,200.0,SPAG5
bf_00002868,isl2a,ENSDARP00000020636,Homeobox,1.14448e-146,417.0,"ISL2,ISL1"
bf_00025271,si:ch211-195d17,ENSDARP00000020835,E2F,2.98197e-94,290.0,"E2F6,E2F2"
bf_00012238,lhx1a,ENSDARP00000021069,Homeobox,1.4367e-131,382.0,Lhx3
bf_00021057,hes6,ENSDARP00000021078,bHLH,8.33648e-59,184.0,HES1
bf_00021739,crema,ENSDARP00000021338,TF_bZIP,7.34565e-88,276.0,RACGAP1
bf_00002896,mef2aa,ENSDARP00000021792,SRF,8.45053e-102,317.0,"MEF2C,MEF2D,MEF2A"
bf_00008681,mitfb,ENSDARP00000021876,bHLH,1.55185e-136,401.0,MiTF
bf_00018633,aebp2,ENSDARP00000022060,zf-C2H2,6.467650000000001e-69,236.0,TRIM3
bf_00026137,hoxb9a,ENSDARP00000022169,Homeobox,1.65303e-89,263.0,hoxd9a
bf_00026140,dlx3b,ENSDARP00000022291,Homeobox,5.27644e-35,121.0,hoxa9a
bf_00020627,tfdp1b,ENSDARP00000022294,E2F,2.40665e-80,268.0,SPEN
bf_00023629,ascl1b,ENSDARP00000022655,bHLH,3.6352499999999996e-57,176.0,Ash
bf_00009763,foxf1,ENSDARP00000022888,Fork_head,4.84581e-96,289.0,"FOXF2,FOXF1"
bf_00017585,rxrbb,ENSDARP00000022973,RXR-like,4.69211e-50,181.0,Phospholipase A2 isozymes PA3A/PA3B/PA5
bf_00017972,sox21b,ENSDARP00000023480,HMG,2.54915e-80,238.0,SOX14
bf_00026215,en1a,ENSDARP00000023487,Homeobox,5.88541e-68,206.0,engrailed
bf_00021389,neurod2,ENSDARP00000023642,bHLH,3.46404e-60,196.0,"NEUROD6,NEUROD2,NEUROD1,NEUROD4"
bf_00008540,bhlhe40,ENSDARP00000023917,bHLH,2.6892199999999996e-49,170.0,"BHLHE40,BHLHE41"
bf_00007610,smad7,ENSDARP00000024277,MH1,5.80579e-169,474.0,SMAD6
bf_00005814,msx3,ENSDARP00000024644,Homeobox,3.42503e-60,189.0,Msx
bf_00017534,lhx1b,ENSDARP00000025458,Homeobox,9.71865e-106,323.0,"LIMK2,LIMK1"
bf_00002868,isl1l,ENSDARP00000025628,Homeobox,6.98168e-124,359.0,"ISL2,ISL1"
bf_00017554,tbx3a,ENSDARP00000025722,T-box,0.0,598.0,Tbx2_3
bf_00009757,hsf4,ENSDARP00000025988,HSF,9.61987e-130,379.0,HSF1
bf_00024543,gata5,ENSDARP00000026381,zf-GATA,9.1533e-85,266.0,"GATA4,GATA5,GATA6"
bf_00017975,sox1b,ENSDARP00000026510,HMG,2.67477e-88,265.0,SoxB1c
bf_00013517,rbpja,ENSDARP00000026585,CSL,0.0,855.0,RBPJ
bf_00002860,mycn,ENSDARP00000026640,bHLH,1.90358e-95,291.0,MYC
bf_00000499,meis1a,ENSDARP00000026780,Homeobox,1.1321e-175,493.0,"MEIS1,MEIS2"
bf_00001992,rcor2,ENSDARP00000026854,MYB,6.5967100000000005e-174,501.0,RCOR3
bf_00022152,scxb,ENSDARP00000027441,bHLH,1.07941e-41,137.0,"TCF15,SCX"
bf_00006452,dmbx1a,ENSDARP00000027577,Homeobox,1.1925400000000001e-115,340.0,DMBX1
bf_00021735,pou3f1,ENSDARP00000027757,Pou,6.9527e-93,289.0,"POU6F2,POU6F1"
bf_00017554,tbx2a,ENSDARP00000027905,T-box,0.0,726.0,Tbx2_3
bf_00008245,dmtf1,ENSDARP00000028305,MYB,0.0,573.0,DMTF1
bf_00002921,arnt,ENSDARP00000028315,bHLH,0.0,566.0,ARNT2
bf_00013146,lrrfip1a,ENSDARP00000028695,LRRFIP,2.13895e-80,253.0,KIF3B
bf_00011416,nr5a1b,ENSDARP00000029204,SF-like,9.69599e-159,463.0,"NR5A1,NR5A2"
bf_00004700,lbx2,ENSDARP00000029690,Homeobox,4.42745e-48,155.0,LBX1
bf_00012656,smad1,ENSDARP00000030150,MH1,0.0,697.0,"SMAD5,SMAD1,SMAD9"
bf_00001985,six6a,ENSDARP00000030834,Homeobox,2.09549e-127,359.0,Six3_6
bf_00002628,gatad2ab,ENSDARP00000031168,zf-GATA,1.31211e-152,453.0,"GATAD2A,GATAD2B"
bf_00003472,zbtb7b,ENSDARP00000031455,ZBTB,3.6297e-60,205.0,KLHL14
bf_00009502,irf10,ENSDARP00000031619,IRF,6.30701e-148,425.0,IRF8
bf_00006728,pax8,ENSDARP00000033414,PAX,7.50794e-147,430.0,Pax2_5_8
bf_00014940,ahr1b,ENSDARP00000035291,bHLH,1.23918e-168,507.0,AHR
bf_00014216,foxo3a,ENSDARP00000036177,Fork_head,4.9459800000000005e-174,509.0,"FOXO6,FOXO3"
bf_00026113,nfe2l1a,ENSDARP00000036561,TF_bZIP,1.1725e-94,301.0,"NFE2,NFE2L2"
bf_00002224,hmbox1a,ENSDARP00000037056,Homeobox,5.92842e-147,422.0,HMBOX1
bf_00020967,pax3a,ENSDARP00000037761,PAX,0.0,536.0,"PAX3,PAX7"
bf_00013414,vax1,ENSDARP00000039283,Homeobox,6.87422e-45,162.0,Pax7
bf_00005980,tbr1a,ENSDARP00000040179,T-box,3.77586e-116,367.0,"ENTPD1,ENTPD2,ENTPD8"
bf_00024444,myf6,ENSDARP00000040265,bHLH,1.41713e-54,172.0,Myod1
bf_00025895,mnx2b,ENSDARP00000040367,Homeobox,7.20164e-65,203.0,Mnx
bf_00003363,mybl2b,ENSDARP00000040576,MYB,0.0,538.0,MYBL1
bf_00002365,nr2f5,ENSDARP00000040768,RXR-like,0.0,545.0,"NR2F6,NR2F2,NR2F1"
bf_00019652,rfx3,ENSDARP00000041235,RFX,0.0,849.0,"RFX3,RFX2,RFX1"
bf_00023447,csrnp1a,ENSDARP00000041876,CSRNP_N,2.46628e-123,370.0,CSRNP2
bf_00025125,irx3b,ENSDARP00000042270,Homeobox,1.78457e-71,240.0,SCRIB
bf_00006728,pax2b,ENSDARP00000043209,PAX,1.93137e-150,435.0,Pax2_5_8
bf_00002700,foxd1,ENSDARP00000043340,Fork_head,2.55731e-27,112.0,"GON4L,YY1AP1"
bf_00007602,smad3b,ENSDARP00000043454,MH1,0.0,658.0,"SMAD3,SMAD2"
bf_00022109,twist1a,ENSDARP00000043594,bHLH,2.4377699999999997e-64,193.0,"TWIST1,TWIST2"
bf_00006731,irx5a,ENSDARP00000043856,Homeobox,1.12519e-73,248.0,PF11_0240
bf_00021818,mef2cb,ENSDARP00000044082,SRF,4.11416e-63,218.0,DDX42
bf_00022893,rarab,ENSDARP00000044676,THR-like,3.35466e-151,435.0,"RARG,RARB,RARA"
bf_00007602,smad2,ENSDARP00000044755,MH1,0.0,658.0,"SMAD3,SMAD2"
bf_00016207,maff,ENSDARP00000044859,TF_bZIP,9.781689999999999e-52,162.0,"MAFF,MAFK,MAFG"
bf_00015076,foxk2,ENSDARP00000045070,Fork_head,6.82901e-154,451.0,"FOXK1,FOXK2"
bf_00004700,lbx1a,ENSDARP00000045350,Homeobox,1.84326e-50,162.0,LBX1
bf_00022147,mespba,ENSDARP00000045384,bHLH,9.427069999999999e-42,139.0,ptf1a
bf_00000830,mta1,ENSDARP00000045582,zf-GATA,0.0,799.0,"MTA3,MTA1"
bf_00009947,irx6a,ENSDARP00000045627,Homeobox,6.08563e-89,277.0,irx4
bf_00020402,camta1b,ENSDARP00000046662,CG-1,8.9581e-164,533.0,"CAMTA1,CAMTA2"
bf_00026138,hoxa10b,ENSDARP00000046765,Homeobox,7.23063e-52,171.0,HOXA10
bf_00013140,hmgb2a,ENSDARP00000047158,HMG,6.16744e-60,184.0,"HMGB2,HMGB1,HMGB3"
bf_00007211,si:dkey-239n17,ENSDARP00000047861,MH1,0.0,618.0,SMAD4
bf_00001980,six4b,ENSDARP00000048109,Homeobox,2.59675e-104,315.0,Six4_5
bf_00017972,sox21a,ENSDARP00000049338,HMG,1.1612000000000001e-75,227.0,SOX14
bf_00022893,rarga,ENSDARP00000049550,THR-like,2.84332e-155,447.0,"RARG,RARB,RARA"
bf_00016538,ncor2,ENSDARP00000051138,MYB,0.0,829.0,"NCOR2,NCOR1"
bf_00004797,dmrt3a,ENSDARP00000051145,DM,1.52844e-101,310.0,dmrt1-b
bf_00011455,barhl1a,ENSDARP00000051473,Homeobox,5.906449999999999e-88,262.0,BARHL1
bf_00017780,tp53,ENSDARP00000051548,P53,6.377679999999999e-144,412.0,Tp63
bf_00009771,zgc:113424,ENSDARP00000051750,Fork_head,1.10996e-63,202.0,FOXQ1
bf_00004614,arntl1b,ENSDARP00000051822,bHLH,0.0,701.0,"ARNTL,ARNTL2"
bf_00021521,tcf7l1b,ENSDARP00000051824,HMG,2.69431e-52,191.0,"KIAA1217,SRCIN1"
bf_00002225,zgc:91944,ENSDARP00000052100,Homeobox,3.21254e-126,370.0,HMBOX1
bf_00009950,irx4b,ENSDARP00000052337,Homeobox,2.515e-117,353.0,IrxB
bf_00010075,cebpg,ENSDARP00000052364,TF_bZIP,2.38407e-44,155.0,"PI15,R3HDML,CRISPLD2,CRISPLD1"
bf_00002428,pias1a,ENSDARP00000052396,zf-MIZ,0.0,686.0,"PIAS2,PIAS3,PIAS1"
bf_00010384,nfatc1,ENSDARP00000052520,RHD,7.03285e-150,453.0,NFAT5
bf_00006544,pitx2,ENSDARP00000052568,Homeobox,3.56707e-87,262.0,Pitx
bf_00026138,hoxc10a,ENSDARP00000053294,Homeobox,5.3324699999999995e-52,172.0,HOXA10
bf_00012359,znf865,ENSDARP00000053299,zf-C2H2,4.3889399999999995e-64,237.0,"UBN1,UBN2"
bf_00001873,FOXN2,ENSDARP00000053331,Fork_head,2.75062e-96,292.0,FOXN3
bf_00011216,si:dkey-60a16,ENSDARP00000053882,THAP,1.04548e-173,497.0,THAP4
bf_00005979,arid5b,ENSDARP00000054091,ARID,2.0296e-123,402.0,ARID5B
bf_00018858,tsc22d3,ENSDARP00000054114,TSC22,3.11041e-37,130.0,TSC22D3
bf_00012031,lhx9,ENSDARP00000054806,Homeobox,2.92289e-134,389.0,"LHX9,LHX2"
bf_00012030,lhx2a,ENSDARP00000055328,Homeobox,3.9184000000000006e-108,315.0,Lhx2_9b
bf_00013105,zgc:113411,ENSDARP00000055589,SAND,8.351479999999999e-66,226.0,ATRX
bf_00002868,isl2b,ENSDARP00000055935,Homeobox,5.20894e-145,413.0,"ISL2,ISL1"
bf_00023447,csrnp1b,ENSDARP00000056081,CSRNP_N,8.21453e-134,395.0,CSRNP2
bf_00025433,satb1a,ENSDARP00000056204,CUT,2.62e-54,198.0,Satb1
bf_00009551,tox4a,ENSDARP00000056543,HMG,6.63682e-81,261.0,"TOX3,TOX"
bf_00024757,ubtfl,ENSDARP00000056633,HMG,2.38019e-159,480.0,UBTF
bf_00026215,en2b,ENSDARP00000056747,Homeobox,3.3946e-70,213.0,engrailed
bf_00011416,nr5a5,ENSDARP00000057122,SF-like,1.5552799999999999e-156,458.0,"NR5A1,NR5A2"
bf_00001983,six1a,ENSDARP00000057431,Homeobox,3.74282e-133,376.0,Six1_2
bf_00001108,fli1b,ENSDARP00000058612,ETS,1.19623e-164,472.0,"FLI1,ERG"
bf_00017975,sox19b,ENSDARP00000058909,HMG,6.4119000000000005e-86,257.0,SoxB1c
bf_00002708,rx2,ENSDARP00000059002,Homeobox,2.70544e-71,221.0,Rx
bf_00026108,irf2,ENSDARP00000059229,IRF,3.01313e-67,211.0,"IRF1,IRF2"
bf_00004679,mxd4,ENSDARP00000059263,bHLH,2.25757e-50,162.0,"MXD3,MXD4,MXD1,MXI1"
bf_00000865,fosl2,ENSDARP00000059479,TF_bZIP,8.04078e-38,136.0,fos
bf_00002549,id1,ENSDARP00000059731,bHLH,2.4005800000000002e-32,108.0,Id
bf_00013129,mxi1,ENSDARP00000059922,bHLH,6.2770499999999994e-58,196.0,"PRPF40B,PRPF40A"
bf_00026100,meox2a,ENSDARP00000059953,Homeobox,5.6843300000000005e-40,140.0,Mox
bf_00002365,nr2f2,ENSDARP00000059975,RXR-like,0.0,624.0,"NR2F6,NR2F2,NR2F1"
bf_00018919,mier1a,ENSDARP00000060168,MYB,7.64033e-131,386.0,"MIER3,MIER1"
bf_00008714,thap3,ENSDARP00000060192,THAP,8.46649e-40,134.0,Thap4
bf_00015317,csdc2a,ENSDARP00000060560,CSD,2.42669e-63,190.0,"CARHSP1,CSDC2"
bf_00011240,zfpm1,ENSDARP00000060948,zf-C2H2,2.1046099999999998e-89,316.0,"SEC16B,CRYZL2P-SEC16B,SEC16A"
bf_00011150,prrx1b,ENSDARP00000061587,Homeobox,3.4767200000000003e-63,195.0,PRRX1
bf_00014946,pou3f3a,ENSDARP00000061592,Pou,1.6415e-135,393.0,Brn1_2_3
bf_00007255,hmg20b,ENSDARP00000061616,HMG,4.37427e-109,318.0,"HMG20B,HMG20A"
bf_00025895,mnx2a,ENSDARP00000061715,Homeobox,4.53813e-67,209.0,Mnx
bf_00005317,nr1h4,ENSDARP00000061793,THR-like,1.01849e-106,320.0,Nr1h3
bf_00015253,foxl2a,ENSDARP00000061827,Fork_head,6.41866e-81,243.0,FOXL2
bf_00026411,atf2,ENSDARP00000062291,TF_bZIP,6.60514e-114,344.0,"ATF7-NPFF,ATF7,ATF2"
bf_00004501,foxd5,ENSDARP00000062302,Fork_head,6.81129e-62,207.0,FOXM1
bf_00023122,thap12a,ENSDARP00000062308,THAP,2.34416e-62,225.0,"USP29,USP26,USP37"
bf_00026113,nfe2l2a,ENSDARP00000062853,TF_bZIP,3.37581e-168,487.0,"NFE2,NFE2L2"
bf_00006078,tfdp2,ENSDARP00000062867,E2F,1.4454599999999999e-27,110.0,"STAMBP,STAMBPL1"
bf_00012987,gsx2,ENSDARP00000063600,Homeobox,3.7765900000000003e-62,192.0,Xlox
bf_00000272,otx5,ENSDARP00000063834,TF_Otx,2.79362e-66,207.0,Otx
bf_00019258,jun,ENSDARP00000063911,TF_bZIP,3.55512e-104,304.0,JUN
bf_00000272,otx1,ENSDARP00000064082,TF_Otx,1.59141e-69,216.0,Otx
bf_00007292,arid4a,ENSDARP00000064411,ARID,1.1971300000000001e-142,477.0,APC
bf_00015607,sox9b,ENSDARP00000064499,HMG,1.0182000000000001e-107,322.0,SoxE
bf_00008448,foxp1b,ENSDARP00000064937,Fork_head,4.0927e-152,454.0,FOXP4
bf_00026574,etv5b,ENSDARP00000065360,ETS,0.0,514.0,EVT1_4_5
bf_00022725,nr4a2b,ENSDARP00000065384,NGFIB-like,0.0,602.0,"NR4A1,NR4A2"
bf_00004582,elk4,ENSDARP00000065612,ETS,1.91915e-39,147.0,Etv6
bf_00010154,hnf4g,ENSDARP00000066643,RXR-like,5.07513e-177,501.0,"HNF4A,HNF4G"
bf_00009020,nfybb,ENSDARP00000067071,NF-YB,1.93763e-105,312.0,NFYB
bf_00014482,tulp4a,ENSDARP00000067485,Tub,0.0,1172.0,TULP4
bf_00021971,nfatc3a,ENSDARP00000067888,RHD,1.27337e-104,350.0,RAPH1
bf_00010404,si:ch211-236k19,ENSDARP00000068452,Homeobox,1.2930899999999998e-51,177.0,"WTIP,LIMD1"
bf_00020362,gtf2ird1,ENSDARP00000068689,GTF2I,3.01493e-40,152.0,Gtf2ird1
bf_00006485,cdip1,ENSDARP00000068911,zf-LITAF-like,2.33197e-36,124.0,LITAF
bf_00014361,olig4,ENSDARP00000068987,bHLH,1.36361e-41,140.0,Olig3
bf_00014940,ahrrb,ENSDARP00000068999,bHLH,3.1423e-174,509.0,AHR
bf_00014352,runx3,ENSDARP00000069236,Runt,6.51488e-152,437.0,Runx
bf_00015558,rx3,ENSDARP00000069319,Homeobox,1.45656e-60,192.0,Uncx
bf_00009757,hsf2,ENSDARP00000069555,HSF,3.42195e-155,451.0,HSF1
bf_00015317,carhsp1,ENSDARP00000069585,CSD,1.97452e-66,198.0,"CARHSP1,CSDC2"
bf_00023441,zgc:113886,ENSDARP00000069644,zf-C2H2,7.995870000000001e-32,120.0,RAG1
bf_00006076,irf1a,ENSDARP00000070128,IRF,1.11159e-83,258.0,IRF1
bf_00026135,hoxb8b,ENSDARP00000070632,Homeobox,4.0507200000000005e-61,189.0,"HOXA7,HOXB7"
bf_00026133,hoxb5b,ENSDARP00000070639,Homeobox,3.4697200000000003e-76,230.0,"HOXB5,HOXA5"
bf_00006728,pax2a,ENSDARP00000071460,PAX,5.87341e-152,439.0,Pax2_5_8
bf_00000830,mta2,ENSDARP00000071581,zf-GATA,0.0,727.0,"MTA3,MTA1"
bf_00001983,six2b,ENSDARP00000071623,Homeobox,4.37721e-142,398.0,Six1_2
bf_00001985,six3b,ENSDARP00000071625,Homeobox,5.8340100000000006e-126,357.0,Six3_6
bf_00020942,mta3,ENSDARP00000071648,zf-GATA,4.80559e-159,481.0,RERE
bf_00012013,znf148,ENSDARP00000071856,zf-C2H2,1.6607899999999997e-51,192.0,Csmd1
bf_00001145,rel,ENSDARP00000072078,RHD,1.35689e-145,436.0,"RELA,REL,RELB"
bf_00002549,id2a,ENSDARP00000072092,bHLH,2.76316e-31,106.0,Id
bf_00005324,tfdp1a,ENSDARP00000072266,E2F,9.32539e-31,121.0,Tnip2
